,title,devanagari,verse_text,verse_text_no_samdhis
57,2.12,"न त्वेवाहं जातु नासं न त्वं नेमे जनाधिपाः ।
न चैव न भविष्यामः सर्वे वयमतः परम् ॥ २.१२ ॥","na tv evāhaṁ jātu nāsaṁ
na tvaṁ neme janādhipāḥ
na caiva na bhaviṣyāmaḥ
sarve vayam ataḥ param",na tu eva aham jātu na āsam na tvam na ime jana adhipāḥ na ca eva na bhaviṣyāmaḥ sarve vayam ataḥ param
58,2.13,"देहिनोऽस्मिन्यथा देहे कौमारं यौवनं जरा ।
तथा देहान्तरप्राप्तिर्धीरस्तत्र न मुह्यति ॥ २.१३ ॥","dehino ’smin yathā dehe
kaumāraṁ yauvanaṁ jarā
tathā dehāntara-prāptir
dhīras tatra na muhyati",dehinaḥ asmin yathā dehe kaumāram yauvanam jarā tathā deha antara prāptiḥ dhīraḥ tatra na muhyati
59,2.14,"मात्रास्पर्शास्तु कौन्तेय शीतोष्णसुखदुःखदाः ।
आगमापायिनोऽनित्यास्तांस्तितिक्षस्व भारत ॥ २.१४ ॥","mātrā-sparśās tu kaunteya
śītoṣṇa-sukha-duḥkha-dāḥ
āgamāpāyino ’nityās
tāṁs titikṣasva bhārata",mātrā sparśāḥ tu kaunteya śīta uṣṇa sukha duḥkha dāḥ āgama apāyinaḥ anityāḥ tān titikṣasva bhārata
60,2.15,"यं हि न व्यथयन्त्येते पुरुषं पुरुषर्षभ ।
समदुःखसुखं धीरं सोऽमृतत्वाय कल्पते ॥ २.१५ ॥","yaṁ hi na vyathayanty ete
puruṣaṁ puruṣarṣabha
sama-duḥkha-sukhaṁ dhīraṁ
so ’mṛtatvāya kalpate",yam hi na vyathayanti ete puruṣam puruṣa ṛṣabha sama duḥkha sukham dhīram saḥ amṛtatvāya kalpate
61,2.16,"नासतो विद्यते भावो नाभावो विद्यते सतः ।
उभयोरपि दृष्टोऽन्तस्त्वनयोस्तत्त्वदर्शिभिः ॥ २.१६ ॥","nāsato vidyate bhāvo
nābhāvo vidyate sataḥ
ubhayor api dṛṣṭo ’ntas
tv anayos tattva-darśibhiḥ",na asataḥ vidyate bhāvaḥ na abhāvaḥ vidyate sataḥ ubhayoḥ api dṛṣṭaḥ antaḥ tu anayoḥ tattva darśibhiḥ
62,2.17,"अविनाशि तु तद्विद्धि येन सर्वमिदं ततम् ।
विनाशमव्ययस्यास्य न कश्चित्कर्तुमर्हति ॥ २.१७ ॥","avināśi tu tad viddhi
yena sarvam idaṁ tatam
vināśam avyayasyāsya
na kaścit kartum arhati",avināśi tu tat viddhi yena sarvam idam tatam vināśam avyayasya asya na kaścit kartum arhati
63,2.18,"अन्तवन्त इमे देहा नित्यस्योक्ताः शरीरिणः ।
अनाशिनोऽप्रमेयस्य तस्माद्युध्यस्व भारत ॥ २.१८ ॥","antavanta ime dehā
nityasyoktāḥ śarīriṇaḥ
anāśino ’prameyasya
tasmād yudhyasva bhārata",anta vantaḥ ime dehāḥ nityasya uktāḥ śarīriṇaḥ anāśinaḥ aprameyasya tasmāt yudhyasva bhārata
64,2.19,"य एनं वेत्ति हन्तारं यश्चैनं मन्यते हतम् ।
उभौ तौ न विजानीतो नायं हन्ति न हन्यते ॥ २.१९ ॥","ya enaṁ vetti hantāraṁ
yaś cainaṁ manyate hatam
ubhau tau na vijānīto
nāyaṁ hanti na hanyate",yaḥ enam vetti hantāram yaḥ ca enam manyate hatam ubhau tau na vijānītaḥ na ayam hanti na hanyate
65,2.20,"न जायते म्रियते वा कदाचि-
न्नायं भूत्वा भविता वा न भूयः ।
अजो नित्यः शाश्वतोऽयं पुराणो
न हन्यते हन्यमाने शरीरे ॥ २.२० ॥","na jāyate mriyate vā kadācin
nāyaṁ bhūtvā bhavitā vā na bhūyaḥ
ajo nityaḥ śāśvato ’yaṁ purāṇo
na hanyate hanyamāne śarīre",na jāyate mriyate vā kadācit na ayam bhūtvā bhavitā vā na bhūyaḥ ajaḥ nityaḥ śāśvataḥ ayam purāṇaḥ na hanyate hanyamāne śarīre
66,2.21,"वेदाविनाशिनं नित्यं य एनमजमव्ययम् ।
कथं स पुरुषः पार्थ कं घातयति हन्ति कम् ॥ २.२१ ॥","vedāvināśinaṁ nityaṁ
ya enam ajam avyayam
kathaṁ sa puruṣaḥ pārtha
kaṁ ghātayati hanti kam",veda avināśinam nityam yaḥ enam ajam avyayam katham saḥ puruṣaḥ pārtha kam ghātayati hanti kam
67,2.22,"वासांसि जीर्णानि यथा विहाय
नवानि गृह्णाति नरोऽपराणि ।
तथा शरीराणि विहाय जीर्णा-
न्यन्यानि संयाति नवानि देही ॥ २.२२ ॥","vāsāṁsi jīrṇāni yathā vihāya
navāni gṛhṇāti naro ’parāṇi
tathā śarīrāṇi vihāya jīrṇāny
anyāni saṁyāti navāni dehī",vāsāṁsi jīrṇāni yathā vihāya navāni gṛhṇāti naraḥ aparāṇi tathā śarīrāṇi vihāya jirṇāni anyāni saṁyāti navāni dehī
68,2.23,"नैनं छिन्दन्ति शस्त्राणि नैनं दहति पावकः ।
न चैनं क्लेदयन्त्यापो न शोषयति मारुतः ॥ २.२३ ॥","nainaṁ chindanti śastrāṇi
nainaṁ dahati pāvakaḥ
na cainaṁ kledayanty āpo
na śoṣayati mārutaḥ",na enam chindanti śastrāṇi na enam dahati pāvakaḥ na ca enam kledayanti āpaḥ na śoṣayati mārutaḥ
69,2.24,"अच्छेद्योऽयमदाह्योऽयमक्लेद्योऽशोष्य एव च ।
नित्यः सर्वगतः स्थाणुरचलोऽयं सनातनः ॥ २.२४ ॥","acchedyo ’yam adāhyo ’yam
akledyo ’śoṣya eva ca
nityaḥ sarva-gataḥ sthāṇur
acalo ’yaṁ sanātanaḥ",acchedyaḥ ayam adāhyaḥ ayam akledyaḥ aśoṣyaḥ eva ca nityaḥ sarva gataḥ sthāṇuḥ acalaḥ ayam sanātanaḥ
70,2.25,"अव्यक्तोऽयमचिन्त्योऽयमविकार्योऽयमुच्यते ।
तस्मादेवं विदित्वैनं नानुशोचितुमर्हसि ॥ २.२५ ॥","avyakto ’yam acintyo ’yam
avikāryo ’yam ucyate
tasmād evaṁ viditvainaṁ
nānuśocitum arhasi",avyaktaḥ ayam acintyaḥ ayam avikāryaḥ ayam ucyate tasmāt evam viditvā enam na anuśocitum arhasi
71,2.26,"अथ चैनं नित्यजातं नित्यं वा मन्यसे मृतम् ।
तथापि त्वं महाबाहो नैवं शोचितुमर्हसि ॥ २.२६ ॥","atha cainaṁ nitya-jātaṁ
nityaṁ vā manyase mṛtam
tathāpi tvaṁ mahā-bāho
nainaṁ śocitum arhasi",atha ca enam nitya jātam nityam vā manyase mṛtam tathā api tvam mahā bāho na enam śocitum arhasi
72,2.27,"जातस्य हि ध्रुवो मृत्युर्ध्रुवं जन्म मृतस्य च ।
तस्मादपरिहार्येऽर्थे न त्वं शोचितुमर्हसि ॥ २.२७ ॥","jātasya hi dhruvo mṛtyur
dhruvaṁ janma mṛtasya ca
tasmād aparihārye ’rthe
na tvaṁ śocitum arhasi",jātasya hi dhruvaḥ mṛtyuḥ dhruvam janma mṛtasya ca tasmāt aparihārye arthe na tvam śocitum arhasi
73,2.28,"अव्यक्तादीनि भूतानि व्यक्तमध्यानि भारत ।
अव्यक्तनिधनान्येव तत्र का परिदेवना ॥ २.२८ ॥","avyaktādīni bhūtāni
vyakta-madhyāni bhārata
avyakta-nidhanāny eva
tatra kā paridevanā",avyakta ādīni bhūtāni vyakta madhyāni bhārata avyakta nidhanāni eva tatra kā paridevanā
74,2.29,"आश्चर्यवत्पश्यति कश्चिदेन-
माश्चर्यवद्वदति तथैव चान्यः ।
आश्चर्यवच्चैनमन्यः शृणोति
श्रुत्वाप्येनं वेद न चैव कश्चित् ॥ २.२९ ॥","āścarya-vat paśyati kaścid enam
āścarya-vad vadati tathaiva cānyaḥ
āścarya-vac cainam anyaḥ śṛṇoti
śrutvāpy enaṁ veda na caiva kaścit",āścarya vat paśyati kaścit enam āścarya vat vadati tathā eva ca anyaḥ āścarya vat ca enam anyaḥ śṛṇoti śrutvā api enam veda na ca eva kaścit
75,2.30,"देही नित्यमवध्योऽयं देहे सर्वस्य भारत ।
तस्मात्सर्वाणि भूतानि न त्वं शोचितुमर्हसि ॥ २.३० ॥","dehī nityam avadhyo ’yaṁ
dehe sarvasya bhārata
tasmāt sarvāṇi bhūtāni
na tvaṁ śocitum arhasi",dehī nityam avadhyaḥ ayam dehe sarvasya bhārata tasmāt sarvāṇi bhūtāni na tvam śocitum arhasi
76,2.31,"स्वधर्ममपि चावेक्ष्य न विकम्पितुमर्हसि ।
धर्म्याद्धि युद्धाच्छ्रेयोऽन्यत्क्षत्रियस्य न विद्यते ॥ २.३१ ॥","sva-dharmam api cāvekṣya
na vikampitum arhasi
dharmyād dhi yuddhāc chreyo ’nyat
kṣatriyasya na vidyate",sva dharmam api ca avekṣya na vikampitum arhasi dharmyāt hi yuddhāt śreyaḥ anyat kṣatriyasya na vidyate
77,2.32,"यदृच्छया चोपपन्नं स्वर्गद्वारमपावृतम् ।
सुखिनः क्षत्रियाः पार्थ लभन्ते युद्धमीदृशम् ॥ २.३२ ॥","yadṛcchayā copapannaṁ
svarga-dvāram apāvṛtam
sukhinaḥ kṣatriyāḥ pārtha
labhante yuddham īdṛśam",yadṛcchayā ca upapannam svarga dvāram apāvṛtam sukhinaḥ kṣatriyāḥ pārtha labhante yuddham īdṛśam
78,2.33,"अथ चेत्त्वमिमं धर्म्यं संग्रामं न करिष्यसि ।
ततः स्वधर्मं कीर्तिं च हित्वा पापमवाप्स्यसि ॥ २.३३ ॥","atha cet tvam imaṁ dharmyaṁ
saṅgrāmaṁ na kariṣyasi
tataḥ sva-dharmaṁ kīrtiṁ ca
hitvā pāpam avāpsyasi",atha cet tvam imam dharmyam saṅgrāmam na kariṣyasi tataḥ sva dharmam kīrtim ca hitvā pāpam avāpsyasi
79,2.34,"अकीर्तिं चापि भूतानि कथयिष्यन्ति तेऽव्ययाम् ।
सम्भावितस्य चाकीर्तिर्मरणादतिरिच्यते ॥ २.३४ ॥","akīrtiṁ cāpi bhūtāni
kathayiṣyanti te ’vyayām
sambhāvitasya cākīrtir
maraṇād atiricyate",akīrtim ca api bhūtāni kathayiṣyanti te avyayām sambhāvitasya ca akīrtiḥ maraṇāt atiricyate
80,2.35,"भयाद्रणादुपरतं मंस्यन्ते त्वां महारथाः ।
येषां च त्वं बहुमतो भूत्वा यास्यसि लाघवम् ॥ २.३५ ॥","bhayād raṇād uparataṁ
maṁsyante tvāṁ mahā-rathāḥ
yeṣāṁ ca tvaṁ bahu-mato
bhūtvā yāsyasi lāghavam",bhayāt raṇāt uparatam maṁsyante tvām mahā rathāḥ yeṣām ca tvam bahu mataḥ bhūtvā yāsyasi lāghavam
81,2.36,"अवाच्यवादांश्च बहून्वदिष्यन्ति तवाहिताः ।
निन्दन्तस्तव सामर्थ्यं ततो दुःखतरं नु किम् ॥ २.३६ ॥","avācya-vādāṁś ca bahūn
vadiṣyanti tavāhitāḥ
nindantas tava sāmarthyaṁ
tato duḥkha-taraṁ nu kim",avācya vādān ca bahūn vadiṣyanti tava ahitāḥ nindantaḥ tava sāmarthyam tataḥ duḥkha taram nu kim
82,2.37,"हतो वा प्राप्स्यसि स्वर्गं जित्वा वा भोक्ष्यसे महीम् ।
तस्मादुत्तिष्ठ कौन्तेय युद्धाय कृतनिश्चयः ॥ २.३७ ॥","hato vā prāpsyasi svargaṁ
jitvā vā bhokṣyase mahīm
tasmād uttiṣṭha kaunteya
yuddhāya kṛta-niścayaḥ",hataḥ vā prāpsyasi svargam jitvā vā bhokṣyase mahīm tasmāt uttiṣṭha kaunteya yuddhāya kṛta niścayaḥ
83,2.38,"सुखदुःखे समे कृत्वा लाभालाभौ जयाजयौ ।
ततो युद्धाय युज्यस्व नैवं पापमवाप्स्यसि ॥ २.३८ ॥","sukha-duḥkhe same kṛtvā
lābhālābhau jayājayau
tato yuddhāya yujyasva
naivaṁ pāpam avāpsyasi",sukha duḥkhe same kṛtvā lābha alābhau jaya ajayau tataḥ yuddhāya yujyasva na evam pāpam avāpsyasi
84,2.39,"एषा तेऽभिहिता सांख्ये बुद्धिर्योगे त्विमां शृणु ।
बुद्ध्या युक्तो यया पार्थ कर्मबन्धं प्रहास्यसि ॥ २.३९ ॥","eṣā te ’bhihitā sāṅkhye
buddhir yoge tv imāṁ śṛṇu
buddhyā yukto yayā pārtha
karma-bandhaṁ prahāsyasi",eṣā te abhihitā sāṅkhye buddhiḥ yoge tu imām śṛṇu buddhyā yuktaḥ yayā pārtha karma bandham prahāsyasi
85,2.40,"नेहाभिक्रमनाशोऽस्ति प्रत्यवायो न विद्यते ।
स्वल्पमप्यस्य धर्मस्य त्रायते महतो भयात् ॥ २.४० ॥","nehābhikrama-nāśo ’sti
pratyavāyo na vidyate
sv-alpam apy asya dharmasya
trāyate mahato bhayāt",na iha abhikrama nāśaḥ asti pratyavāyaḥ na vidyate su alpam api asya dharmasya trāyate mahataḥ bhayāt
86,2.41,"व्यवसायात्मिका बुद्धिरेकेह कुरुनन्दन ।
बहुशाखा ह्यनन्ताश्च बुद्धयोऽव्यवसायिनाम् ॥ २.४१ ॥","vyavasāyātmikā buddhir
ekeha kuru-nandana
bahu-śākhā hy anantāś ca
buddhayo ’vyavasāyinām",vyavasāya ātmikā buddhiḥ ekā iha kuru nandana bahu śākhāḥ hi anantāḥ ca buddhayaḥ avyavasāyinām
87,2.42,"यामिमां पुष्पितां वाचं प्रवदन्त्यविपश्चितः ।
वेदवादरताः पार्थ नान्यदस्तीति वादिनः ॥ २.४२ ॥","yām imāṁ puṣpitāṁ vācaṁ
pravadanty avipaścitaḥ
veda-vāda-ratāḥ pārtha
nānyad astīti vādinaḥ",yām imām puṣpitām vācam pravadanti avipaścitaḥ veda vāda ratāḥ pārtha na anyat asti iti vādinaḥ
